Model ID,Unofficial Name,Render,Type 4s,Type 4 Count,BMDs
0x4616635f,stunned,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@29, 1113568.bmd@26, 1365320.bmd@26, 1465172.bmd@20, 2001536.bmd@20, 3168764.bmd@21, 3271020.bmd@36, 3952272.bmd@19, 5668812.bmd@15, 7683864.bmd@29, 7849040.bmd@26, 7931836.bmd@26, 8179364.bmd@24, 8935020.bmd@31, 9088136.bmd@21, 9947992.bmd@29, 10161640.bmd@28, 10265108.bmd@25, 10503564.bmd@24, 10606064.bmd@27, 11061008.bmd@26, 11511040.bmd@24, 11605972.bmd@25, 12068644.bmd@21, 12220728.bmd@25, 12826676.bmd@30, 12912648.bmd@30, 13021632.bmd@25, 13505160.bmd@20, 13572780.bmd@26, 13664580.bmd@27"
0x462fb076,magic_wand,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@25, 1113568.bmd@22, 1365320.bmd@22, 1465172.bmd@16, 2001536.bmd@16, 3168764.bmd@17, 3271020.bmd@32, 3952272.bmd@15, 5668812.bmd@11, 7683864.bmd@25, 7849040.bmd@22, 7931836.bmd@22, 8179364.bmd@20, 8935020.bmd@27, 9088136.bmd@17, 9947992.bmd@25, 10161640.bmd@24, 10265108.bmd@21, 10503564.bmd@20, 10606064.bmd@23, 11061008.bmd@22, 11511040.bmd@20, 11605972.bmd@21, 12068644.bmd@17, 12220728.bmd@21, 12826676.bmd@26, 12912648.bmd@26, 13021632.bmd@21, 13505160.bmd@16, 13572780.bmd@22, 13664580.bmd@23"
0x4f807497,saboteur_effect,,"0x0cb33492, 0xf973b84f",2,"643712.bmd@5, 8935020.bmd@10"
0x62be501f,textureless_cube,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@2, 1113568.bmd@7, 1365320.bmd@9, 1465172.bmd@7, 2001536.bmd@2, 3168764.bmd@4, 3271020.bmd@5, 3952272.bmd@5, 5668812.bmd@29, 7683864.bmd@4, 7849040.bmd@8, 7931836.bmd@9, 8179364.bmd@8, 8935020.bmd@7, 9088136.bmd@6, 9947992.bmd@5, 10161640.bmd@4, 10265108.bmd@11, 10503564.bmd@8, 10606064.bmd@11, 11061008.bmd@6, 11511040.bmd@10, 11605972.bmd@9, 12068644.bmd@9, 12220728.bmd@10, 12826676.bmd@14, 12912648.bmd@7, 13021632.bmd@10, 13505160.bmd@7, 13572780.bmd@5, 13664580.bmd@14"
0x66dbfc08,pickup_chocolate_bar,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@0, 1113568.bmd@12, 1365320.bmd@11, 1465172.bmd@23, 2001536.bmd@23, 3168764.bmd@24, 3271020.bmd@8, 3952272.bmd@22, 5668812.bmd@18, 7683864.bmd@10, 7849040.bmd@13, 7931836.bmd@12, 8179364.bmd@9, 8935020.bmd@8, 9088136.bmd@24, 9947992.bmd@32, 10161640.bmd@16, 10265108.bmd@28, 10503564.bmd@27, 10606064.bmd@13, 11061008.bmd@29, 11511040.bmd@27, 11605972.bmd@12, 12068644.bmd@24, 12220728.bmd@12, 12826676.bmd@15, 12912648.bmd@15, 13021632.bmd@12, 13505160.bmd@23, 13572780.bmd@12, 13664580.bmd@30"
0x6b078f15,red_star,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@32, 1113568.bmd@29, 1365320.bmd@30, 1465172.bmd@25, 2001536.bmd@25, 3168764.bmd@26, 3271020.bmd@39, 3952272.bmd@24, 5668812.bmd@20, 7683864.bmd@32, 7849040.bmd@29, 7931836.bmd@30, 8179364.bmd@28, 8935020.bmd@34, 9088136.bmd@26, 9947992.bmd@33, 10161640.bmd@32, 10265108.bmd@30, 10503564.bmd@29, 10606064.bmd@31, 11061008.bmd@30, 11511040.bmd@29, 11605972.bmd@29, 12068644.bmd@26, 12220728.bmd@29, 12826676.bmd@33, 12912648.bmd@33, 13021632.bmd@29, 13505160.bmd@25, 13572780.bmd@30, 13664580.bmd@32"
0x70632ec2,pickup_red_yellow_costume,,0x0cb33492,1,643712.bmd@4
0x70921b51,,,"0x0cb33492, 0xf973b84f",2,"643712.bmd@6, 8935020.bmd@9"
0x7863d66f,water_pistol_projectile,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@20, 1113568.bmd@17, 1365320.bmd@17, 1465172.bmd@11, 2001536.bmd@10, 3168764.bmd@11, 3271020.bmd@27, 3952272.bmd@9, 5668812.bmd@4, 7683864.bmd@20, 7849040.bmd@17, 7931836.bmd@16, 8179364.bmd@15, 8935020.bmd@22, 9088136.bmd@11, 9947992.bmd@20, 10161640.bmd@19, 10265108.bmd@16, 10503564.bmd@14, 10606064.bmd@18, 11061008.bmd@17, 11511040.bmd@14, 11605972.bmd@16, 12068644.bmd@12, 12220728.bmd@16, 12826676.bmd@21, 12912648.bmd@21, 13021632.bmd@16, 13505160.bmd@11, 13572780.bmd@17, 13664580.bmd@18"
0x8419282e,water_fountain,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x194c16b1, 0x1f42a7ec, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x8bda53ba, 0x9e257199, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",25,"643712.bmd@17, 1113568.bmd@0, 1365320.bmd@3, 1465172.bmd@0, 3271020.bmd@13, 7683864.bmd@13, 7849040.bmd@0, 7931836.bmd@2, 8179364.bmd@1, 8935020.bmd@0, 9088136.bmd@4, 10161640.bmd@11, 10265108.bmd@1, 10503564.bmd@0, 10606064.bmd@2, 11061008.bmd@4, 11511040.bmd@2, 11605972.bmd@2, 12068644.bmd@8, 12220728.bmd@4, 12826676.bmd@1, 12912648.bmd@4, 13021632.bmd@0, 13505160.bmd@0, 13572780.bmd@0"
0x84385ae4,no_entry,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",30,"643712.bmd@33, 1113568.bmd@30, 1365320.bmd@31, 1465172.bmd@26, 2001536.bmd@26, 3168764.bmd@27, 3271020.bmd@40, 3952272.bmd@25, 7683864.bmd@33, 7849040.bmd@30, 7931836.bmd@31, 8179364.bmd@29, 8935020.bmd@35, 9088136.bmd@27, 9947992.bmd@34, 10161640.bmd@33, 10265108.bmd@31, 10503564.bmd@30, 10606064.bmd@32, 11061008.bmd@31, 11511040.bmd@30, 11605972.bmd@30, 12068644.bmd@27, 12220728.bmd@30, 12826676.bmd@34, 12912648.bmd@34, 13021632.bmd@30, 13505160.bmd@26, 13572780.bmd@31, 13664580.bmd@33"
0x96eb9269,pickup_fire_extinguisher,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@14, 1113568.bmd@15, 1365320.bmd@29, 1465172.bmd@24, 2001536.bmd@24, 3168764.bmd@25, 3271020.bmd@22, 3952272.bmd@23, 5668812.bmd@19, 7683864.bmd@17, 7849040.bmd@15, 7931836.bmd@29, 8179364.bmd@27, 8935020.bmd@17, 9088136.bmd@25, 9947992.bmd@2, 10161640.bmd@31, 10265108.bmd@29, 10503564.bmd@28, 10606064.bmd@30, 11061008.bmd@15, 11511040.bmd@28, 11605972.bmd@28, 12068644.bmd@25, 12220728.bmd@28, 12826676.bmd@18, 12912648.bmd@18, 13021632.bmd@28, 13505160.bmd@24, 13572780.bmd@29, 13664580.bmd@31"
0x984a8016,double_doors,,"0x06a8bccb, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",27,"643712.bmd@15, 1113568.bmd@3, 1365320.bmd@0, 1465172.bmd@5, 2001536.bmd@5, 3168764.bmd@2, 3271020.bmd@10, 3952272.bmd@1, 5668812.bmd@22, 7683864.bmd@14, 7849040.bmd@5, 8179364.bmd@0, 8935020.bmd@3, 9088136.bmd@2, 9947992.bmd@0, 10161640.bmd@0, 10503564.bmd@3, 10606064.bmd@7, 11061008.bmd@0, 11605972.bmd@7, 12068644.bmd@6, 12220728.bmd@2, 12912648.bmd@0, 13021632.bmd@4, 13505160.bmd@3, 13572780.bmd@2, 13664580.bmd@0"
0x9976d27d,,,"0x0cb33492, 0xcf3101c0, 0xdb061172, 0xdd08a02f",4,"643712.bmd@1, 1365320.bmd@13, 3271020.bmd@20, 10606064.bmd@14"
0xa6b9b4c7,camera,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x8009e972, 0x8bda53ba, 0x943ef9c0",8,"643712.bmd@10, 7683864.bmd@9, 9088136.bmd@9, 9947992.bmd@14, 10265108.bmd@9, 12068644.bmd@3, 12826676.bmd@11, 13664580.bmd@11"
0xa861c87d,water_pistol,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@23, 1113568.bmd@20, 1365320.bmd@20, 1465172.bmd@14, 2001536.bmd@13, 3168764.bmd@14, 3271020.bmd@30, 3952272.bmd@12, 5668812.bmd@7, 7683864.bmd@23, 7849040.bmd@20, 7931836.bmd@19, 8179364.bmd@18, 8935020.bmd@25, 9088136.bmd@14, 9947992.bmd@23, 10161640.bmd@22, 10265108.bmd@19, 10503564.bmd@17, 10606064.bmd@21, 11061008.bmd@20, 11511040.bmd@17, 11605972.bmd@19, 12068644.bmd@15, 12220728.bmd@19, 12826676.bmd@24, 12912648.bmd@24, 13021632.bmd@19, 13505160.bmd@14, 13572780.bmd@20, 13664580.bmd@21"
0xb240fbbb,sparkle,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@26, 1113568.bmd@23, 1365320.bmd@23, 1465172.bmd@17, 2001536.bmd@17, 3168764.bmd@18, 3271020.bmd@33, 3952272.bmd@16, 5668812.bmd@12, 7683864.bmd@26, 7849040.bmd@23, 7931836.bmd@23, 8179364.bmd@21, 8935020.bmd@28, 9088136.bmd@18, 9947992.bmd@26, 10161640.bmd@25, 10265108.bmd@22, 10503564.bmd@21, 10606064.bmd@24, 11061008.bmd@23, 11511040.bmd@21, 11605972.bmd@22, 12068644.bmd@18, 12220728.bmd@22, 12826676.bmd@27, 12912648.bmd@27, 13021632.bmd@22, 13505160.bmd@17, 13572780.bmd@23, 13664580.bmd@24"
0xbd9aa11d,steam_projectile,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@22, 1113568.bmd@19, 1365320.bmd@19, 1465172.bmd@13, 2001536.bmd@12, 3168764.bmd@13, 3271020.bmd@29, 3952272.bmd@11, 5668812.bmd@6, 7683864.bmd@22, 7849040.bmd@19, 7931836.bmd@18, 8179364.bmd@17, 8935020.bmd@24, 9088136.bmd@13, 9947992.bmd@22, 10161640.bmd@21, 10265108.bmd@18, 10503564.bmd@16, 10606064.bmd@20, 11061008.bmd@19, 11511040.bmd@16, 11605972.bmd@18, 12068644.bmd@14, 12220728.bmd@18, 12826676.bmd@23, 12912648.bmd@23, 13021632.bmd@18, 13505160.bmd@13, 13572780.bmd@19, 13664580.bmd@20"
0xbf502945,single_door,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@16, 1113568.bmd@4, 1365320.bmd@7, 1465172.bmd@6, 2001536.bmd@4, 3168764.bmd@3, 3271020.bmd@6, 3952272.bmd@0, 5668812.bmd@26, 7683864.bmd@15, 7849040.bmd@6, 7931836.bmd@1, 8179364.bmd@6, 8935020.bmd@4, 9088136.bmd@3, 9947992.bmd@1, 10161640.bmd@1, 10265108.bmd@0, 10503564.bmd@4, 10606064.bmd@5, 11061008.bmd@1, 11511040.bmd@1, 11605972.bmd@4, 12068644.bmd@7, 12220728.bmd@3, 12826676.bmd@0, 12912648.bmd@1, 13021632.bmd@5, 13505160.bmd@4, 13572780.bmd@1, 13664580.bmd@1"
0xc1d09bdf,paparazzi,,"0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x8009e972, 0x8bda53ba, 0x943ef9c0",8,"643712.bmd@9, 7683864.bmd@8, 9088136.bmd@8, 9947992.bmd@13, 10265108.bmd@8, 12068644.bmd@2, 12826676.bmd@10, 13664580.bmd@10"
0xc33d2df8,,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@27, 1113568.bmd@24, 1365320.bmd@24, 1465172.bmd@18, 2001536.bmd@18, 3168764.bmd@19, 3271020.bmd@34, 3952272.bmd@17, 5668812.bmd@13, 7683864.bmd@27, 7849040.bmd@24, 7931836.bmd@24, 8179364.bmd@22, 8935020.bmd@29, 9088136.bmd@19, 9947992.bmd@27, 10161640.bmd@26, 10265108.bmd@23, 10503564.bmd@22, 10606064.bmd@25, 11061008.bmd@24, 11511040.bmd@22, 11605972.bmd@23, 12068644.bmd@19, 12220728.bmd@23, 12826676.bmd@28, 12912648.bmd@28, 13021632.bmd@23, 13505160.bmd@18, 13572780.bmd@24, 13664580.bmd@25"
0xcad9f527,pickup_trophy,,"0x0cb33492, 0x194c16b1, 0x4243eeb1, 0x48503d56, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8bda53ba, 0xc32438c4, 0xc52a8999, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd",16,"643712.bmd@13, 1113568.bmd@11, 1365320.bmd@8, 3271020.bmd@7, 7683864.bmd@12, 7849040.bmd@12, 8179364.bmd@7, 10161640.bmd@15, 10606064.bmd@6, 11061008.bmd@13, 11605972.bmd@6, 12220728.bmd@11, 12826676.bmd@16, 12912648.bmd@16, 13021632.bmd@11, 13572780.bmd@11"
0xd6e2d156,magic_hat,,"0x06a8bccb, 0x07608e5a, 0x07608e5a, 0x0cb33492, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x13579ee8, 0x194c16b1, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x4243eeb1, 0x48503d56, 0x48503d56, 0x485866e8, 0x485866e8, 0x567ca5bd, 0x567ca5bd, 0x5c6f765a, 0x5c6f765a, 0x6036478c, 0x6036478c, 0x6a2dcfd5, 0x6a2dcfd5, 0x8009e972, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x8bda53ba, 0x943ef9c0, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xaf7abe2a, 0xc32438c4, 0xc32438c4, 0xc52a8999, 0xc52a8999, 0xc93fb09d, 0xc93fb09d, 0xcf3101c0, 0xcf3101c0, 0xdb061172, 0xdb061172, 0xdd08a02f, 0xdd08a02f, 0xe75f20a4, 0xe75f20a4, 0xed44a8fd, 0xed44a8fd, 0xf3683016, 0xf973b84f, 0xf973b84f",31,"643712.bmd@12, 1113568.bmd@8, 1365320.bmd@12, 1465172.bmd@8, 2001536.bmd@15, 3168764.bmd@16, 3271020.bmd@2, 3952272.bmd@14, 5668812.bmd@10, 7683864.bmd@5, 7849040.bmd@9, 7931836.bmd@21, 8179364.bmd@11, 8935020.bmd@6, 9088136.bmd@16, 9947992.bmd@8, 10161640.bmd@8, 10265108.bmd@12, 10503564.bmd@19, 10606064.bmd@12, 11061008.bmd@7, 11511040.bmd@19, 11605972.bmd@10, 12068644.bmd@5, 12220728.bmd@9, 12826676.bmd@13, 12912648.bmd@10, 13021632.bmd@8, 13505160.bmd@6, 13572780.bmd@8, 13664580.bmd@15"
0xe6ad89a6,pickup_key,,"0x0cb33492, 0x4243eeb1, 0x48503d56, 0x567ca5bd, 0x5c6f765a, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4",12,"643712.bmd@3, 1113568.bmd@13, 1365320.bmd@15, 3271020.bmd@4, 5668812.bmd@27, 7849040.bmd@10, 8179364.bmd@5, 10606064.bmd@4, 11605972.bmd@13, 12220728.bmd@8, 13021632.bmd@9, 13572780.bmd@10"
0xe7d209a8,,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@24, 1113568.bmd@21, 1365320.bmd@21, 1465172.bmd@15, 2001536.bmd@14, 3168764.bmd@15, 3271020.bmd@31, 3952272.bmd@13, 5668812.bmd@8, 7683864.bmd@24, 7849040.bmd@21, 7931836.bmd@20, 8179364.bmd@19, 8935020.bmd@26, 9088136.bmd@15, 9947992.bmd@24, 10161640.bmd@23, 10265108.bmd@20, 10503564.bmd@18, 10606064.bmd@22, 11061008.bmd@21, 11511040.bmd@18, 11605972.bmd@20, 12068644.bmd@16, 12220728.bmd@20, 12826676.bmd@25, 12912648.bmd@25, 13021632.bmd@20, 13505160.bmd@15, 13572780.bmd@21, 13664580.bmd@22"
0xecb84d74,innocence_halo,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@30, 1113568.bmd@27, 1365320.bmd@27, 1465172.bmd@21, 2001536.bmd@21, 3168764.bmd@22, 3271020.bmd@37, 3952272.bmd@20, 5668812.bmd@16, 7683864.bmd@30, 7849040.bmd@27, 7931836.bmd@27, 8179364.bmd@25, 8935020.bmd@32, 9088136.bmd@22, 9947992.bmd@30, 10161640.bmd@29, 10265108.bmd@26, 10503564.bmd@25, 10606064.bmd@28, 11061008.bmd@27, 11511040.bmd@25, 11605972.bmd@26, 12068644.bmd@22, 12220728.bmd@26, 12826676.bmd@31, 12912648.bmd@31, 13021632.bmd@26, 13505160.bmd@21, 13572780.bmd@27, 13664580.bmd@28"
